Genre,Publisher,TotalSales
Puzzle,Unknown,0
Puzzle,Unknown,0
Puzzle,Unknown,0
Puzzle,Unknown,0
Misc,EA Sports,0
Misc,EA Sports,0
Misc,EA Sports,0
Misc,EA Sports,0
Misc,EA Sports,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Adventure,Mojang,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Misc,Wargaming.net,0.03
Misc,Wargaming.net,0.03
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Shooter,Ubisoft,0
Misc,Unknown,0.01
Misc,Unknown,0.01
Misc,Unknown,0.01
Shooter,TGC,0
Shooter,TGC,0
Shooter,TGC,0
Puzzle,Unknown,0
Puzzle,Unknown,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Misc,Sega,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Shooter,505 Games,0
Sports,Unknown,0
Sports,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Racing,1C Company,0
Racing,1C Company,0
Racing,1C Company,0
Racing,1C Company,0
Racing,1C Company,0
Racing,1C Company,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
RolePlaying,WaterMelon,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Fighting,Unknown,0
Misc,Unknown,0
Misc,Unknown,0
Misc,Unknown,0
Misc,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Action,Sony Computer Entertainment,0.26
Fighting,Arc System Works,0
Fighting,Arc System Works,0
Fighting,Arc System Works,0
Action,Ignition Entertainment,0
Action,Ignition Entertainment,0
Action,Ignition Entertainment,0
Action,Unknown,0
Action,Unknown,0
RolePlaying,Unknown,0
RolePlaying,Unknown,0
RolePlaying,Unknown,0
RolePlaying,Square Enix,0
Puzzle,Unknown,0
Puzzle,Unknown,0
Puzzle,Unknown,0
RolePlaying,Unknown,0
RolePlaying,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Shooter,Unknown,0
Misc,Sony Computer Entertainment,0
Misc,Sony Computer Entertainment,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Action,Unknown,0
Racing,Sega,0.01
Adventure,Unknown,0
Adventure,Unknown,0
Adventure,Unknown,0
Misc,Capcom,0
Misc,Capcom,0
Misc,Capcom,0
Misc,Capcom,0
Misc,Capcom,0
Misc,Capcom,0
Misc,Unknown,0
Simulation,Unknown,0
Simulation,Unknown,0
Adventure,Unknown,0
Adventure,Unknown,0
Simulation,Unknown,0
Simulation,Unknown,0
Misc,Nintendo,0
Misc,Nintendo,0
Misc,Nintendo,0
Misc,Nintendo,0
Adventure,Unknown,0
Adventure,Unknown,0
Adventure,Unknown,0
Action,Unknown,0
Simulation,Ubisoft,0.29
Racing,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
Platform,Unknown,0
RolePlaying,Square Enix,0
RolePlaying,Square Enix,0
RolePlaying,Square Enix,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Misc,inXile Entertainment,0
Puzzle,Soedesco,0
Misc,Sony Online Entertainment,0
Misc,Sony Online Entertainment,0
Misc,Capcom,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Warner Bros. Interactive Entertainment,0
Misc,Square Enix,0
Misc,Unknown,0
Misc,Unknown,0
Misc,Sony Online Entertainment,0
Misc,Sony Online Entertainment,0
Action,Paradox Interactive ,0
Action,Paradox Interactive ,0
Racing,Sony Computer Entertainment,0
Adventure,Wild Sheep Studio,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,The Behemoth,0
Action,Konami Digital Entertainment,0
Shooter,Sony Computer Entertainment,0
RolePlaying,Square Enix,0
Platform,Cygames,0
Platform,Cygames,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Simulation,Namco Bandai Games,0
Action,Sony Computer Entertainment,0
Shooter,Unknown,0
Misc,Microsoft Game Studios,0
Misc,Microsoft Game Studios,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Action,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Sports,Unknown,0
Misc,Unknown,0
Misc,Playrix Entertainment,0.02
Misc,Playrix Entertainment,0.02
Misc,Capcom,0
Simulation,Namco Bandai Games,0
Misc,Microsoft Game Studios,0
Misc,Microsoft Game Studios,0
Misc,Microsoft Game Studios,0
Misc,Microsoft Game Studios,0
RolePlaying,Microsoft Game Studios,0
Action,Unknown,0
Action,Unknown,0
Misc,Ubisoft,0
Misc,Ubisoft,0
Misc,Nintendo,0
Misc,KnapNok Games,0
Misc,Capcom,0
Misc,Unknown,0
Misc,Slang,0
Misc,Slang,0
Misc,Slang,0
Sports,Natsume,0
RolePlaying,Namco Bandai Games,0
Misc,Unknown,0
Misc,Unknown,0
Misc,Namco Bandai Games,0
Misc,Transolar Games,0
Misc,Transolar Games,0
Misc,Transolar Games,0
Misc,Transolar Games,0
Misc,Transolar Games,0
Misc,Transolar Games,0
Misc,Zono Incorporated,0
Misc,Zono Incorporated,0
Misc,Zono Incorporated,0
Misc,Massive Black Inc,0
Misc,Massive Black Inc,0
Misc,SIMS Co.,0
Misc,SIMS Co.,0
Misc,SIMS Co.,0
Misc,SIMS Co.,0
Misc,SIMS Co.,0
Misc,SIMS Co.,0
Misc,Square Enix,0
Misc,nWay,0
Misc,nWay,0
Adventure,Sony Computer Entertainment,0
Action,"Telegames, Inc.",0
Action,Nintendo,0
Action,Sony Computer Entertainment,0.69
Action,Sony Computer Entertainment,0.69
Action,Sony Computer Entertainment,0.69
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
RolePlaying,Ubisoft,0.01
Shooter,505 Games,0.05
Shooter,505 Games,0.05
Shooter,505 Games,0.05
Shooter,505 Games,0.05
Shooter,505 Games,0.05
Shooter,505 Games,0.05
Action,Capcom,0.06
Action,Capcom,0.06
Action,Capcom,0.06
Action,Capcom,0.06
Action,Capcom,0.01
Action,Capcom,0.01
Action,Capcom,0.01
Action,Capcom,0.01
RolePlaying,Square Enix,0.14
RolePlaying,Square Enix,0.14
RolePlaying,Square Enix,0.14
RolePlaying,Square Enix,0.14
RolePlaying,Square Enix,0.2
RolePlaying,Square Enix,0.2
RolePlaying,Square Enix,0.2
RolePlaying,Square Enix,0.2
RolePlaying,Square Enix,0.2
RolePlaying,Square Enix,0.03
RolePlaying,Square Enix,0.03
RolePlaying,Square Enix,0.03
RolePlaying,Square Enix,0.03
RolePlaying,Square Enix,0.03
Action,Capcom,3.92
Action,Capcom,3.92
Action,Capcom,3.92
Action,Capcom,0.63
Action,Capcom,0.63
Action,Capcom,0.63
Sports,505 Games,0.1
Sports,505 Games,0.1
Sports,505 Games,0.1
Sports,505 Games,0.1
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Shooter,Bethesda Softworks,0
Sports,EA Sports,0.48
Sports,EA Sports,0.48
Sports,EA Sports,0.2
Sports,EA Sports,0.2
Fighting,Square Enix,0.39
RolePlaying,Deep Silver,0.34
RolePlaying,Deep Silver,0.34
RolePlaying,Deep Silver,0.34
RolePlaying,Deep Silver,0.34
RolePlaying,Deep Silver,0.34
RolePlaying,Deep Silver,0.02
RolePlaying,Deep Silver,0.02
RolePlaying,Deep Silver,0.02
RolePlaying,Deep Silver,0.02
RolePlaying,Deep Silver,0.02
RolePlaying,Deep Silver,0.12
RolePlaying,Deep Silver,0.12
RolePlaying,Deep Silver,0.12
RolePlaying,Deep Silver,0.12
RolePlaying,Deep Silver,0.12
RolePlaying,Namco Bandai Games,0.29
RolePlaying,Namco Bandai Games,0.29
RolePlaying,Namco Bandai Games,0.19
RolePlaying,Namco Bandai Games,0.19
RolePlaying,Namco Bandai Games,0.02
RolePlaying,Namco Bandai Games,0.02
Action,Sega,0.16
Action,Konami Digital Entertainment,0.15
Action,Konami Digital Entertainment,0.15
Action,Konami Digital Entertainment,0.15
Action,Konami Digital Entertainment,0.03
Action,Konami Digital Entertainment,0.03
Action,Konami Digital Entertainment,0.03
Action,505 Games,0.02
Action,505 Games,0.02
Action,505 Games,0.02
Action,Electronic Arts,0.11
Action,Electronic Arts,0.11
Action,Electronic Arts,0.11
Action,Electronic Arts,0.04
Action,Electronic Arts,0.04
Action,Electronic Arts,0.04
Shooter,Sony Computer Entertainment,0.1
Action,Sony Computer Entertainment,0.09
Action,Koei Tecmo,0.07
Action,Koei Tecmo,0.07
Action,Koei Tecmo,0.07
Action,Koei Tecmo,0.07
Action,Koei Tecmo,0.01
Action,Koei Tecmo,0.01
Action,Koei Tecmo,0.01
Action,Koei Tecmo,0.01
Action,Koei Tecmo,0.06
Action,Koei Tecmo,0.06
Action,Koei Tecmo,0.06
Action,Koei Tecmo,0.06
Action,Koei Tecmo,0.02
Action,Koei Tecmo,0.02
Action,Koei Tecmo,0.02
Action,Koei Tecmo,0.02
Racing,Milestone S.r.l.,0.06
Racing,Milestone S.r.l.,0.06
Racing,Milestone S.r.l.,0.06
Racing,Milestone S.r.l.,0.04
Racing,Milestone S.r.l.,0.04
Racing,Milestone S.r.l.,0.04
Racing,Milestone S.r.l.,0.02
Racing,Milestone S.r.l.,0.02
Racing,Milestone S.r.l.,0.02
RolePlaying,THQ Nordic,0
RolePlaying,THQ Nordic,0
RolePlaying,THQ Nordic,0
RolePlaying,THQ Nordic,0
Racing,Nicalis,0
Racing,Nicalis,0
Racing,Nicalis,0
Simulation,Techland,0.02
Simulation,Techland,0.02
Simulation,Techland,0.02
Simulation,Techland,0.01
Simulation,Techland,0.01
Simulation,Techland,0.01
Simulation,Techland,0
Simulation,Techland,0
Simulation,Techland,0
Platform,Nicalis,0.01
Platform,Nicalis,0.01
Platform,Nicalis,0.01
Platform,Nicalis,0.01
Platform,Nicalis,0.01
Platform,Nicalis,0.01
Platform,Nicalis,0.03
Platform,Nicalis,0.03
Platform,Nicalis,0.03
Platform,Nicalis,0.03
Platform,Nicalis,0.03
Platform,Nicalis,0.03
Adventure,505 Games,0
Adventure,505 Games,0
Adventure,505 Games,0
Adventure,505 Games,0
RolePlaying,Square Enix,0
RolePlaying,Square Enix,0
RolePlaying,Square Enix,0
RolePlaying,Square Enix,0
Action,Wired Productions,0
Action,Wired Productions,0
Action,Wired Productions,0
Action,Wired Productions,0
Action,Wired Productions,0
Action,Wired Productions,0
Action,Deep Silver,0
Action,Deep Silver,0
Action,Deep Silver,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
RolePlaying,Merge Games,0
Adventure,Sony Interactive Entertainment,0
Action,Sony Interactive Entertainment,0
Action-Adventure,Rockstar Games,0
Action-Adventure,Rockstar Games,0
Action-Adventure,Rockstar Games,0
Action-Adventure,Rockstar Games,0
Shooter,Bandai Namco Games,0
Shooter,Bandai Namco Games,0
Shooter,Bandai Namco Games,0
Shooter,Bandai Namco Games,0
Shooter,Bandai Namco Games,0
Shooter,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,Bandai Namco Games,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,Ubisoft,0
Action,Ubisoft,0
Action,Ubisoft,0
Action,Ubisoft,0
Action,Ubisoft,0
Action,Ubisoft,0
Action,Maximum Games,0
Action,Maximum Games,0
Action,Maximum Games,0
Action,Maximum Games,0
Action,Maximum Games,0
Action,Maximum Games,0
Shooter,Deep Silver,0
Shooter,Deep Silver,0
Shooter,Deep Silver,0
Shooter,Deep Silver,0
Shooter,Deep Silver,0
Shooter,Deep Silver,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Focus Home Interactive,0
RolePlaying,Electronic Arts,0
RolePlaying,Electronic Arts,0
RolePlaying,Electronic Arts,0
RolePlaying,Electronic Arts,0
RolePlaying,Electronic Arts,0
RolePlaying,Electronic Arts,0
RolePlaying,Unknown,0
RolePlaying,Unknown,0
RolePlaying,Unknown,0
Strategy,Unknown,0
Strategy,Unknown,0
Strategy,Unknown,0
Strategy,Unknown,0
Strategy,Unknown,0
Strategy,Unknown,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,THQ Nordic,0
Racing,Ubisoft,0
Racing,Ubisoft,0
Racing,Ubisoft,0
Racing,Ubisoft,0
Racing,Ubisoft,0
Racing,Ubisoft,0
Action,Namco Bandai Games,0
Action,Namco Bandai Games,0
Action,Namco Bandai Games,0
Action,Namco Bandai Games,0
Action,Namco Bandai Games,0
Action,Namco Bandai Games,0
Sports,Sony Interactive Entertainment,0
Platform,Nintendo,0
Platform,Nintendo,0
Platform,Nintendo,0
Platform,Nintendo,0
Platform,Nintendo,0
Action,Nintendo,0.02
Action,THQ Nordic,0
Action,THQ Nordic,0
Action,Microsoft Game Studios,0.2
Action,Microsoft Game Studios,0.2
Action,Microsoft Game Studios,0
Action,Nintendo,0.32
Action,Nintendo,0.32
Adventure,Experience Inc.,0.01
Adventure,Experience Inc.,0.01
Action,NIS America,0.02
Action,NIS America,0.02
Action,Tecmo Koei,0.25
Action,Tecmo Koei,0.25
Action,Tecmo Koei,0.25
Action,Tecmo Koei,0.03
Action,Tecmo Koei,0.03
Action,Tecmo Koei,0.03
Racing,Electronic Arts,0.12
Racing,Electronic Arts,0.12
Racing,Electronic Arts,0.03
Racing,Electronic Arts,0.03
RolePlaying,Nintendo,0.06
Action,Bandai Namco Games,0.06
Racing,Big Ben Interactive,0.05
Racing,Big Ben Interactive,0.05
Racing,Big Ben Interactive,0.02
Racing,Big Ben Interactive,0.02
Action,Bandai Namco Games,0.05
Action,Bandai Namco Games,0.05
Action,Namco Bandai Games,0.03
Action,Namco Bandai Games,0.03
Action-Adventure,Ubisoft,0.05
Action-Adventure,Ubisoft,0.05
Action-Adventure,Ubisoft,0.01
Action-Adventure,Ubisoft,0.01
Fighting,Bandai Namco Entertainment,0.04
Adventure,Square Enix,0.04
Adventure,Square Enix,0.04
Adventure,Square Enix,0.04
Adventure,Square Enix,0.01
Adventure,Square Enix,0.01
Adventure,Square Enix,0.01
Action,Marvelous,0.03
Simulation,Team 17,0.03
Music,Bandai Namco Entertainment,0.03
Action,Sega,0.02
Action,Sega,0.02
Action,Sega,0.01
Action,Sega,0.01
Platform,Warner Bros. Interactive,0.02
Platform,Warner Bros. Interactive,0.02
Platform,Warner Bros. Interactive,0.02
Platform,Warner Bros. Interactive,0
Platform,Warner Bros. Interactive,0
Platform,Warner Bros. Interactive,0
Platform,Warner Bros. Interactive,0
Platform,Warner Bros. Interactive,0
Platform,Warner Bros. Interactive,0
RolePlaying,Atlus,0.02
RolePlaying,Atlus,0.02
RolePlaying,Nihon Falcom Corporation,0.02
Racing,Milestone S.r.l.,0.01
Racing,Milestone S.r.l.,0.01
Racing,Milestone S.r.l.,0.01
Racing,Milestone S.r.l.,0
Racing,Milestone S.r.l.,0
Racing,Milestone S.r.l.,0
Action,FuRyu,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Sports,MLB Advanced Media,0.01
Simulation,Kalypso Media,0.01
Simulation,Kalypso Media,0.01
Simulation,Kalypso Media,0.01
Simulation,Kalypso Media,0
Simulation,Kalypso Media,0
Simulation,Kalypso Media,0
Simulation,Kalypso Media,0
Simulation,Kalypso Media,0
Simulation,Kalypso Media,0
Visual Novel,Koei Tecmo,0.01
Sports,Koei Tecmo,0.01
Sports,Koei Tecmo,0.01
Sports,Koei Tecmo,0.01
Sports,Koei Tecmo,0
Sports,Koei Tecmo,0
Sports,Koei Tecmo,0
Action,Phantom 8 Studio,0.01
Action,Phantom 8 Studio,0.01
Action,Phantom 8 Studio,0.01
Action,Phantom 8 Studio,0.01
Action,Phantom 8 Studio,0.01
Action,Phantom 8 Studio,0.01
Visual Novel,Idea Factory,0.01
Strategy,FuRyu,0.01
Visual Novel,KOEI,0.01
Platform,THQ Nordic,0.01
Platform,THQ Nordic,0.01
Platform,THQ Nordic,0.01
Platform,THQ Nordic,0
Platform,THQ Nordic,0
Platform,THQ Nordic,0
Simulation,Inti Creates,0.01
Simulation,Inti Creates,0.01
Simulation,Inti Creates,0
Simulation,Inti Creates,0
RolePlaying,Nippon Ichi Software,0.01
RolePlaying,Nippon Ichi Software,0.01
RolePlaying,Nippon Ichi Software,0.01
RolePlaying,Nippon Ichi Software,0
RolePlaying,Nippon Ichi Software,0
RolePlaying,Nippon Ichi Software,0
RolePlaying,Nippon Ichi Software,0
RolePlaying,Nippon Ichi Software,0
RolePlaying,Nippon Ichi Software,0
Simulation,D3 Publisher,0.01
Visual Novel,D3Publisher,0
Music,Sega,0
Adventure,Otomate Idea Factory,0
Music,DMM Games,0
Visual Novel,Entergram,0
Action-Adventure,Maximum Games,0
Action-Adventure,Maximum Games,0
Action-Adventure,Maximum Games,0
Action-Adventure,Maximum Games,0
Action-Adventure,Maximum Games,0
Action-Adventure,Maximum Games,0
Visual Novel,Dramatic Create,0
Visual Novel,Prototype,0
Adventure,Entergram,0
Simulation,Koch Media,0
Simulation,Koch Media,0
Simulation,Koch Media,0
Simulation,Koch Media,0
Visual Novel,Prototype,0
Adventure,Dramatic Create,0
Adventure,THQ Nordic,0
Adventure,THQ Nordic,0
Adventure,THQ Nordic,0
Adventure,THQ Nordic,0
Visual Novel,Rejet,0
Visual Novel,Entergram,0
Visual Novel,Entergram,0
Visual Novel,Piacci,0
Action,Capcom,0.31
Action,Capcom,0.31
Action,Capcom,0.04
Action,Capcom,0.04
Adventure,Rockstar Games,0.4
Adventure,Rockstar Games,0.4
Adventure,Rockstar Games,0.4
Adventure,Rockstar Games,0.4
Adventure,Rockstar Games,0.4
Adventure,Rockstar Games,0.16
Adventure,Rockstar Games,0.16
Adventure,Rockstar Games,0.16
Adventure,Rockstar Games,0.16
Adventure,Rockstar Games,0.16
Adventure,Rockstar Games,0.25
Adventure,Rockstar Games,0.25
Adventure,Rockstar Games,0.25
Adventure,Rockstar Games,0.25
Adventure,Rockstar Games,0.25
Action,Microsoft Game Studios,0.05
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
Adventure,Telltale Games,0.34
RolePlaying,Capcom,0.19
RolePlaying,Capcom,0.19
RolePlaying,Capcom,0.19
RolePlaying,Capcom,0.19
RolePlaying,Capcom,0.19
RolePlaying,Capcom,0.04
RolePlaying,Capcom,0.04
RolePlaying,Capcom,0.04
RolePlaying,Capcom,0.04
RolePlaying,Capcom,0.04
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Platform,Ubisoft,0.49
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Music,Ubisoft,0.25
Platform,Activision,0.17
Platform,Activision,0.17
Platform,Activision,0.17
Platform,Activision,0.17
Platform,Activision,0.17
Platform,Activision,0.17
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.15
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.02
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Action,Capcom,0.12
Sports,EA Sports,0.25
Sports,EA Sports,0.25
Sports,EA Sports,0.25
Sports,EA Sports,0.25
Sports,EA Sports,0.25
Sports,EA Sports,0.25
Sports,EA Sports,0.49
Sports,EA Sports,0.49
Sports,EA Sports,0.49
Sports,EA Sports,0.49
Sports,EA Sports,0.49
Sports,EA Sports,0.49
Sports,EA Sports,11.09
Sports,EA Sports,11.09
Sports,EA Sports,11.09
Sports,EA Sports,11.09
Sports,EA Sports,11.09
Sports,EA Sports,11.09
Sports,EA Sports,0.09
Sports,EA Sports,0.09
Sports,EA Sports,0.09
Sports,EA Sports,0.09
Sports,EA Sports,0.09
Sports,EA Sports,0.09
Sports,EA Sports,2.9
Sports,EA Sports,2.9
Sports,EA Sports,2.9
Sports,EA Sports,2.9
Sports,EA Sports,2.9
Sports,EA Sports,2.9
Sports,EA Sports,0.78
Sports,EA Sports,0.78
Sports,EA Sports,0.78
Sports,EA Sports,0.78
Sports,EA Sports,0.78
Sports,EA Sports,0.78
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Action,Tecmo Koei,0.01
Sports,2K Sports,0.1
Sports,2K Sports,0.1
Sports,2K Sports,0.1
Sports,2K Sports,0.1
Sports,2K Sports,0.1
Sports,2K Sports,0.1
Sports,2K Sports,0.07
Sports,2K Sports,0.07
Sports,2K Sports,0.07
Sports,2K Sports,0.07
Sports,2K Sports,0.07
Sports,2K Sports,0.07
Sports,2K Sports,3.02
Sports,2K Sports,3.02
Sports,2K Sports,3.02
Sports,2K Sports,3.02
Sports,2K Sports,3.02
Sports,2K Sports,3.02
Sports,2K Sports,1.83
Sports,2K Sports,1.83
Sports,2K Sports,1.83
Sports,2K Sports,1.83
Sports,2K Sports,1.83
Sports,2K Sports,1.83
Sports,2K Sports,0.34
Sports,2K Sports,0.34
Sports,2K Sports,0.34
Sports,2K Sports,0.34
Sports,2K Sports,0.34
Sports,2K Sports,0.34
Simulation,Nighthawk Interactive,0.03
Simulation,Nighthawk Interactive,0.03
Simulation,Nighthawk Interactive,0.03
Simulation,Nighthawk Interactive,0.03
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.08
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.05
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.33
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.24
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.17
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.14
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Music,Ubisoft,0.52
Adventure,Telltale Games,0.1
Adventure,Telltale Games,0.1
Adventure,Telltale Games,0.1
Adventure,Telltale Games,0.1
Adventure,Telltale Games,0.1
Action,Telltale Games,0.07
Action,Telltale Games,0.07
Action,Telltale Games,0.07
Action,Telltale Games,0.07
Action,Telltale Games,0.09
