Genre,Publisher,TotalSales
Misc,Deep Silver,0.05
Misc,Deep Silver,0.05
Misc,Deep Silver,0.05
Misc,Deep Silver,0.05
Misc,Deep Silver,0.05
Shooter,Capcom,0.1
Shooter,Capcom,0.1
Shooter,Capcom,0.1
Shooter,Capcom,0.1
Shooter,Capcom,0.05
Shooter,Capcom,0.05
Shooter,Capcom,0.05
Shooter,Capcom,0.05
Action-Adventure,Nordic Games,0.1
Action-Adventure,Nordic Games,0.1
Action-Adventure,Nordic Games,0.1
Action-Adventure,Nordic Games,0.1
Action-Adventure,Nordic Games,0.04
Action-Adventure,Nordic Games,0.04
Action-Adventure,Nordic Games,0.04
Action-Adventure,Nordic Games,0.04
RolePlaying,Focus Home Interactive,0.09
RolePlaying,Focus Home Interactive,0.09
RolePlaying,Focus Home Interactive,0.09
RolePlaying,Focus Home Interactive,0.02
RolePlaying,Focus Home Interactive,0.02
RolePlaying,Focus Home Interactive,0.02
RolePlaying,Focus Home Interactive,0.05
RolePlaying,Focus Home Interactive,0.05
RolePlaying,Focus Home Interactive,0.05
RolePlaying,Nihon Falcom Corporation,0.09
RolePlaying,Nihon Falcom Corporation,0.09
Action,Epic Games,0.09
Action,Epic Games,0.09
Shooter,Gearbox Software,0.09
Shooter,Gearbox Software,0.09
Shooter,Gearbox Software,0.09
Shooter,Gearbox Software,0.09
